COD,SUBCOD,CODE1,CODE2,D_NAME,FULLNAME,ABBR,DATA_COZD,DATA_ZAKR
0,0,0,0,СПбГПУ,СПбГПУ,СПбГПУ,1900-01-01T00:00:00,1900-01-01T00:00:00
1,0,0,0,Подразделения учебного комплекса,Подразделения учебного комплекса,УК,1968-11-20T00:00:00,
10,1858,31,4,"Кафедра ""Строительная механика и строительные конструкции""","Кафедра ""Строительная механика и строительные конструкции""",СМиСК,1968-11-20T00:00:00,
100,1860,33,51,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,ККДП,1968-11-20T00:00:00,
1000,349,8,4,Отдел стипендий,Отдел стипендий,ОС,1968-11-20T00:00:00,
1001,349,8,4,Отдел кассовых операций,Отдел кассовых операций,ОКО,1968-11-20T00:00:00,
1002,189,0,0,Хозрасчетный региональный центр безопасности,Хозрасчетный региональный центр безопасности,ХРЦБ,1968-11-20T00:00:00,2007-03-01T00:00:00
1003,305,0,0,Центр региональной профориентации,Центр региональной профориентации,ЦРПО,1968-11-20T00:00:00,2009-04-01T00:00:00
1004,349,8,4,Отдел валютных операций,Отдел валютных операций,ОВО,1968-11-20T00:00:00,
1005,349,8,4,Отдел учета и планирования средств международной деятельности,Отдел учета и планирования средств международной деятельности,ОУПСМНД,1968-11-20T00:00:00,
1006,339,1,6,Сектор ИМОП,Сектор ИМОП,СИМОП,2004-09-21T00:00:00,2014-04-15T00:00:00
1007,243,9,1,"Отдел экспл., ремонта  и мат.-тех. снабжения","Отдел эксплуатации, ремонта и материально-технического снабжения",ОЭРиМС,1968-11-20T00:00:00,2016-04-01T00:00:00
1008,1007,9,1,Экспл.-хоз. участок уч. помещений и территорий,Эксплуатационно-хозяйственный участок учебных помещений и территорий,ЭХУУПиТ,1968-11-20T00:00:00,2016-04-01T00:00:00
1009,1007,9,1,Эксплуатационно-технический участок,Эксплуатационно-технический участок,ЭТУ,1968-11-20T00:00:00,2016-04-01T00:00:00
101,1860,33,58,Сектор вычислительных средств,Сектор вычислительных средств,СВС,1990-12-18T00:00:00,
1010,207,41,51,Курсы иностранных языков ИМОП,Курсы иностранных языков ИМОП,КИЯИМОП,1968-11-20T00:00:00,
1011,847,9,4,Комплекс общественного питания,Комплекс общественного питания,КОП,1968-11-20T00:00:00,
1012,1011,9,4,Административная служба,Административная служба,АСлужба,1968-11-20T00:00:00,2013-01-01T00:00:00
1013,1011,9,4,Производственная служба,Производственная служба,ПСлужба,1968-11-20T00:00:00,2013-01-01T00:00:00
1014,1581,9,4,"Представительство ФГАОУ ВО ""СПбПУ"" в п. Новомихайловский  ""УОБ Политехник""","Представительство ФГАОУ ВО ""СПбПУ"" в п.Новомихайловский Туапсинского района Краснодарского края ""Учебно-оздоровительная база ""Политехник""",УОБ НМ,1968-11-20T00:00:00,
102,1860,33,0,Учебно-выч. лаборатория ФТИМ,Учебно-вычислительная лаборатория ФТИМ,УВЛ ФТИМ,1978-04-13T00:00:00,2013-01-31T00:00:00
1020,1859,32,13,"Кафедра ""Техника высоких напряжений, электроизоляционная и кабельная техника""","Кафедра ""Техника высоких напряжений, электроизоляционная и кабельная техника""",ТВНЭиКТ,2004-11-02T00:00:00,
1021,21,0,0,Кафедра электротехнического и плазменного оборудования,"Кафедра ""Электротехническое и плазменное оборудование""",ЭиПО,2004-11-02T00:00:00,2012-12-07T00:00:00
1022,1860,33,0,Подготовительные курсы,Подготовительные курсы,ПК ФТИМ,2004-11-02T00:00:00,2013-01-31T00:00:00
1023,24,32,12,Филиал кафедры в энерг.инст. пов.квалификации,Филиал кафедры в СПб энергетическом институте  повышения квалификации  РФ,Филиал к,2004-12-01T00:00:00,2013-02-01T00:00:00
1024,1020,32,13,Филиал каф-ры в СПбИПКРРиС Мин-ва,Филиал кафедры  в СПб институте повышения квалификации руководящих работников  и специалистов  Мин-ва энер.,Филиал к,2004-12-01T00:00:00,2013-02-01T00:00:00
1025,866,34,13,Учебная лаборатория,Учебная лаборатория,УЛ,1968-11-20T00:00:00,
1026,305,0,0,"УНПЦ ресурсосберегающих технологий ""ЭРС-Политех""",Учебно-научно-производственный центр ресурсосберегающих технологий на базе узла теплоснабжения СПбГПУ,ЭРС-Поли,1968-11-20T00:00:00,2009-04-01T00:00:00
1027,640,4,2,Дирекция,Дирекция,Дирекция,1968-11-20T00:00:00,2008-06-05T00:00:00
1028,640,4,2,Отдел №1 сист. интеграции и сет. администрирования,Отдел №1 системной интеграции и сетевого администрирования,Отдел №1,1968-11-20T00:00:00,2008-06-05T00:00:00
1029,1028,4,2,Лаборатория №1-1 системной интеграции,Лаборатория №1-1 системной интеграции,Лаб1-1,1968-11-20T00:00:00,2008-06-05T00:00:00
103,1860,33,0,"УВК на базе ЭВМ ""Искра-1256""","Учебно-вычислительный класс на базе ЭВМ ""Искра-1256""",УВК ФТИМ,1985-08-13T00:00:00,2013-01-31T00:00:00
1030,1028,4,2,Лаборатория №1-2 сетевого администрирования,Лаборатория №1-2 сетевого администрирования,Лаб1-2,1968-11-20T00:00:00,2008-06-05T00:00:00
1031,1028,4,2,Лаборатория №1-3 прикл. прогр. обеспечения,Лаборатория №1-3 прикладного программного обеспечения,Лаб1-3,1968-11-20T00:00:00,2008-06-05T00:00:00
1032,640,4,2,Отдел №2 вычислительной физики,Отдел №2 вычислительной физики,Отдел №2,1968-11-20T00:00:00,2008-06-05T00:00:00
1033,1032,4,2,Лаборатория  №2-1 физико-химических процессов,Лаборатория  №2-1 физико-химических процессов,Лаб2-1,1968-11-20T00:00:00,2008-06-05T00:00:00
1034,640,4,2,Технический отдел №3,Технический отдел №3,Отдел №3,1968-11-20T00:00:00,2008-06-05T00:00:00
1035,1862,35,61,"УНМЦ технологии NI ""Политехник-National Instruments""","Учебно-научно-мультипользовательский центр технологии National Instruments ""Политехник-National Insruments""",УНМЦ NI,2005-01-20T00:00:00,
1037,161,0,0,Кафедра гиперзвуковых технологий,"Кафедра ""Гиперзвуковые технологии""",КГЗТ,1968-11-20T00:00:00,2005-07-21T00:00:00
1038,689,0,0,Рекламный отдел,Рекламный отдел,РеклОтд,1968-11-20T00:00:00,2008-02-01T00:00:00
1039,689,0,0,"Книжный киоск ""Политехник""","Книжный киоск ""Политехник""",Киоск,1968-11-20T00:00:00,2008-02-01T00:00:00
104,1,0,0,Факультет экономики и менеджмента,Факультет экономики и менеджмента,ФЭМ,1968-11-20T00:00:00,2013-02-01T00:00:00
1040,168,0,0,Цифровой типографский центр,Цифровой типографский центр,ЦТЦ,1968-11-20T00:00:00,2008-02-01T00:00:00
1041,1040,0,0,Сектор оперативной полиграфии,Сектор оперативной полиграфии,СОперПол,1968-11-20T00:00:00,2008-02-01T00:00:00
1042,1040,0,0,Множительно-копировальный сектор,Множительно-копировальный сектор,МножКопС,1968-11-20T00:00:00,2008-02-01T00:00:00
1043,168,0,0,Центр средств  визуальной информации,Центр  средств визуальной информации,ЦСВИ,1968-11-20T00:00:00,2008-02-07T00:00:00
1044,1043,0,0,Киновидеотехническая студия,Киновидеотехническая студия,КиновидС,1968-11-20T00:00:00,2008-02-07T00:00:00
1045,1043,0,0,Киноархив,Киноархив,КиноАрх,1968-11-20T00:00:00,2008-02-07T00:00:00
1046,1043,0,0,Светокопировальный участок,Светокопировальный участок,Светокоп,1968-11-20T00:00:00,2008-02-07T00:00:00
1047,1043,0,0,Студия фотографических работ,Студия фотографических работ,СтФото,1968-11-20T00:00:00,2008-02-07T00:00:00
1048,1043,0,0,Участок чертежно-копировальных работ,Участок чертежно-копировальных работ,УЧертКоп,1968-11-20T00:00:00,2008-02-07T00:00:00
1049,979,0,0,Центр электронных публикаций,Центр электронных публикаций,ЦЭП,1968-11-20T00:00:00,2011-03-01T00:00:00
105,2542,37,13,"Кафедра ""Экономика и менеджмент в машиностроении""","Кафедра ""Экономика и менеджмент в машиностроении""",ЭММ,1968-11-20T00:00:00,
1050,640,4,2,Отдел вычислительной техники №4,Отдел вычислительной техники №4,ОВТ №4,1968-11-20T00:00:00,2008-06-05T00:00:00
1051,56,39,54,Кафедра Автомобильных войск,Кафедра Автомобильных войск,АВ,1968-11-20T00:00:00,
1052,96,0,0,"НИУКЦ ""ХимАналит-Политех""","Научно-исследовательский учебно-консультационный центр ""ХимАналит-Политех""",ХимАнал,2005-02-24T00:00:00,2011-11-01T00:00:00
1053,305,5,1,Управление охраны,Управление охраны,УО,1968-11-20T00:00:00,
1054,1287,1,4,Отдел пожарной  профилактики,Отдел пожарной профилактики,ОтдПБ,1999-06-28T00:00:00,2012-01-01T00:00:00
1055,1054,1,4,Техническая группа,Техническая группа,ТГ,1968-11-20T00:00:00,2008-03-11T00:00:00
1056,439,5,1,Инженерная группа,Инженерная группа,ИГ,1968-11-20T00:00:00,
1057,1053,5,1,Отдел охраны,Отдел охраны,ООхр,1968-11-20T00:00:00,2006-02-03T00:00:00
1058,1053,5,1,Отдел охраны (для ЖЭУ),Отдел охраны (для ЖЭУ),ООхрЖЭУ,1968-11-20T00:00:00,2006-02-03T00:00:00
1059,1053,5,1,Отдел охраны ( для 9 корпуса),Отдел охраны ( для 9 корпуса),ООхр 9к,1968-11-20T00:00:00,2006-02-03T00:00:00
106,2542,37,13,"Кафедра ""Экономика и менеджмент недвижимости и технологий""","Кафедра ""Экономика и менеджмент недвижимости и технологий""",ЭиМНТ,1993-10-22T00:00:00,
1060,69,0,0,Центр промышл. рентген. томографии,"Центр ""Промышленная рентгеновская томография""",ЦПРТ,2005-04-05T00:00:00,2011-06-30T00:00:00
1061,305,0,0,Управление материально-технического  обеспечения,Управление материально- технического обеспечения,УМТО,1968-11-20T00:00:00,2012-09-01T00:00:00
1062,1061,0,0,Управление материально-технического снабжения,Управление материально-технического снабжения,УМТС,1968-11-20T00:00:00,2009-01-02T00:00:00
1063,1061,0,0,Отдел маркетинга и материально-технических услуг,Отдел маркетинга и материально-технических услуг,ОМиМТУ,1968-11-20T00:00:00,2012-09-01T00:00:00
1064,1061,0,0,Отдел мат.-тех. учета и складского обслуж-я,Отдел материально-технического учета и складского обслуживания,ОМТУиСО,1968-11-20T00:00:00,2012-09-01T00:00:00
1065,1061,0,0,Отдел художественного оформления и дизайна,Отдел художественного оформления и дизайна,ОХОиД,1968-11-20T00:00:00,2010-01-01T00:00:00
1066,1831,9,2,Отдел связи,Отдел связи,ОС,2005-03-31T00:00:00,
1067,1066,9,2,Участок  радио- и телефонной связи,Участок  радио- и телефонной связи,УРиТС,1996-01-26T00:00:00,
1068,1066,9,2,Участок охранной и пожарной сигнализации,Участок охранной и пожарной сигнализации,УОиПС,2006-04-03T00:00:00,
1069,1061,0,0,Отдел транспортных услуг,Отдел транспортных услуг,ОТУ,1968-11-20T00:00:00,2012-09-01T00:00:00
107,2542,37,13,"Кафедра ""Экономика и менеджмент в энергетике""","Кафедра ""Экономика и менеджмент в энергетике """,ЭМЭ,1993-10-22T00:00:00,
1070,1581,9,4,Социальный отдел,Социальный отдел,СО,2006-03-31T00:00:00,
1071,456,8,5,Сектор  внебюджетного финансирования,Сектор  внебюджетного финансирования,СВБФ,1968-11-20T00:00:00,2009-04-01T00:00:00
1072,877,8,5,Сектор структуры и штатного расписания,Сектор структуры и штатного расписания,ССиШР,1968-11-20T00:00:00,2009-04-01T00:00:00
1073,877,8,5,Сектор штатной расстановки и фонда оплаты труда,Сектор штатной расстановки и фонда оплаты труда,СШРиФОТ,1968-11-20T00:00:00,2009-04-01T00:00:00
1074,877,8,5,Сектор стипендиального фонда и статистики,Сектор стипендиального фонда и статистики,ССФиС,1968-11-20T00:00:00,2009-04-01T00:00:00
1075,1134,31,2,УНЛ электрофизики естеств. экосистем,"Учебно-научная лаборатория ""Электрофизика естественных экосистем""",УНЛ ЭЕЭ,2005-04-27T00:00:00,
1076,218,4,2,Отдел тех. защиты информации в комп. сетях,Отдел технической защиты информации в компьютерных сетях,ОТЗИвКС,2004-12-07T00:00:00,2008-12-01T00:00:00
1077,465,0,0,Отдел оперативного финансового учета,Отдел оперативного финансового учета,ООФУ,2005-07-14T00:00:00,2009-01-01T00:00:00
1078,1077,0,0,Сектор опер. фин.  учета и планирования НПК,Сектор оперативного финанансового учета и планирования НПК,СОФУиП Н,1968-11-20T00:00:00,2009-01-01T00:00:00
1079,1077,0,0,Сектор оперативного финансового учета НИК,Сектор оперативного финансового учета НИК,СОФУ НИК,1968-11-20T00:00:00,2009-01-01T00:00:00
108,2543,37,14,"Кафедра ""Информационные системы в экономике и менеджменте""","Кафедра ""Информационные системы в экономике и менеджменте""",ИСЭМ,1968-11-20T00:00:00,
1080,1077,0,0,"Сектор опер. фин. учета ИИК ГОУ ""СПбГПУ""","Сектор оперативного финансового учета ИИК ГОУ ""СПбГПУ""",СОФУ ИИК,1968-11-20T00:00:00,2009-01-01T00:00:00
1081,1077,0,0,Группа общих операций,Группа общих операций,ГОО,1968-11-20T00:00:00,2009-01-01T00:00:00
1082,465,0,0,Отдел учета фактических затрат,Отдел учета фактических затрат,ОУФЗ,2005-07-14T00:00:00,2009-01-01T00:00:00
1083,1082,0,0,Сектор учета факт. затрат по б.  и целев. фин. НИОКР и грантов,Сектор учета фактических затрат по бюджетному  и целевому финансированию НИОКР и грантов,СУФЗ НИО,1968-11-20T00:00:00,2009-01-01T00:00:00
1084,1082,0,0,Сектор учета факт. затрат в/б научн. и научно-пр. разработок,Сектор учета фактических затрат внебюджетных научных и научно-производственных разработок,СУФЗ НПК,1968-11-20T00:00:00,2009-01-01T00:00:00
1085,1586,10,1,Организационный отдел научной части университета,Организационный отдел научной части университета,ОО НЧУ,2005-07-13T00:00:00,
1086,1085,10,1,Организационный сектор,Организационный сектор,ОС,2005-07-13T00:00:00,
1087,1085,10,1,Сектор  мониторинга  научной деятельности,Сектор мониторинга научной деятельности,СМНД,2005-07-13T00:00:00,
1088,1085,10,1,Сектор научно-технического совета,Сектор научно-технического совета,СНТС,2005-07-13T00:00:00,
1089,2403,10,24,Отдел мониторинга НИОКР,Отдел мониторинга  НИОКР,ОМНИОКР,2005-12-08T00:00:00,
109,2543,37,14,"Кафедра ""Стратегический менеджмент""","Кафедра ""Стратегический менеджмент""",СМ,1979-08-14T00:00:00,
1090,1089,10,24,Сектор телекоммуникационных и программных средств,Сектор телекоммуникационных и программных средств,СТиПС,2005-07-13T00:00:00,
1091,1089,10,24,Сектор технических средств,Сектор технических средств,СТС,2005-07-13T00:00:00,
1092,420,31,53,НИЛ экологических основ природопользования,Научно-исследовательская лаборатория экологических основ прородопользования,НИЛ ЭОП,1993-03-17T00:00:00,2013-02-01T00:00:00
1093,845,0,0,УЛ технологий комплексных инноваций,"Учебная лаборатория ""Технологии комплексных инноваций""",УЛ ТКИ,1968-11-20T00:00:00,2012-09-01T00:00:00
1094,648,0,0,Учебная лаборатория инвестиционного инжиниринга,"Учебная лаборатория ""Инвестиционный инжиниринг""",УЛ ИИ,1968-11-20T00:00:00,2012-09-01T00:00:00
1095,0,0,0,Научно-исследовательский комплекс (старые структуры),Научно-исследовательский комплекс (старые структуры),НИКстар,1968-11-20T00:00:00,2007-06-22T00:00:00
1096,1095,0,0,Отдел сопровождения НИР университета,Отдел сопровождения научно-исследовательской работы университета,ОСНИРУ,1968-11-20T00:00:00,2007-06-22T00:00:00
1097,1134,31,2,УНЛ  экологического дизайна,Учебно-научная лаборатория  экологического дизайна,УНЛ ЭД,2005-11-02T00:00:00,
1099,305,0,0,Мобилизационный отдел,Мобилизационный отдел,МобО,1968-11-20T00:00:00,2007-11-01T00:00:00
11,2,0,0,"Кафедра подземных сооружений, оснований и фундаментов","Кафедра ""Подземные сооружения, основания и фундаменты""",КПСОФ,1968-11-20T00:00:00,2012-12-10T00:00:00
110,2544,37,16,"Кафедра ""Финансы инновационных и производственных систем""","Кафедра ""Финансы инновационных и производственных систем""",ФИПС,1993-06-24T00:00:00,
1100,305,0,0,Отдел сопровождения инвестиционных проектов,Отдел сопровождения инвестиционных проектов,ОСИП,1968-11-20T00:00:00,2010-01-01T00:00:00
1101,1053,5,1,Отдел охраны режимных и специальных объектов,Отдел охраны режимных и специальных объектов,ООРиСО,1968-11-20T00:00:00,2009-05-31T00:00:00
1108,56,39,54,Кафедра №4,Кафедра №4,Каф№4,1968-11-20T00:00:00,2009-02-01T00:00:00
111,2543,37,14,"Кафедра ""Предпринимательство""","Кафедра ""Предпринимательство""",Предпр,1990-01-17T00:00:00,
1110,56,39,54,Кафедра Связи,Кафедра Связи,ВС,1968-11-20T00:00:00,
1111,56,39,54,Отделение учебной техники и тренировочной аппаратуры,Отделение учебной техники и тренировочной аппаратуры,ОУТиТА,1968-11-20T00:00:00,
1112,56,39,54,Секретная часть,Секретная часть,СекрЧ,1968-11-20T00:00:00,2007-12-01T00:00:00
1113,1587,0,0,Отдел   по работе с молодыми учеными,Отдел   по работе с молодыми учеными,ОРМУ,2005-04-08T00:00:00,2013-04-01T00:00:00
1114,1587,0,0,Научно-редакционный отдел,Научно-редакционный отдел,НРО,2005-12-19T00:00:00,2014-04-28T00:00:00
1115,190,0,0,Научно-производственный комплекс,Научно-производственный комплекс,НПК,2005-12-08T00:00:00,2011-08-01T00:00:00
1116,1115,0,0,Производственно-технологический комплекс,Производственно-технологический комплекс,ПТК,1968-11-20T00:00:00,2011-06-30T00:00:00
1117,1115,0,0,Межфакультетское опытно-конструкторское бюро,Межфакультетское опытно-конструкторское бюро,МОКБ,1968-11-20T00:00:00,2011-06-30T00:00:00
1118,1115,0,0,Отдел коммерциализации и лицензирования,Отдел коммерциализации и лицензирования,ОКиЛ,1968-11-20T00:00:00,2011-06-30T00:00:00
112,104,0,0,Кафедра мировой экономики,"Кафедра ""Мировая экономика""",КМЭ,1992-01-26T00:00:00,2012-11-01T00:00:00
1122,192,0,0,НИО факультетов,Научно-исследовательские отделы факультетов,НИОФ,2005-12-19T00:00:00,2011-11-09T00:00:00
1124,305,4,2,Департамент информационных и вычислительных технологий,Департамент информационных и вычислительных технологий,ДИиВТ,1968-11-20T00:00:00,
1127,422,32,55,НИЛ турбиностроения,Научно-исследовательская лаборатория турбиностроения,НИЛ ТС,1993-03-17T00:00:00,2013-02-01T00:00:00
113,110,37,16,Учебная лаборатория,Учебная лаборатория,УЛ ФДО,1994-10-04T00:00:00,
1130,469,41,12,"Центр русского языка, литературы и культуры","Центр русского языка, литературы и культуры",ЦРЯЛиК,2000-05-01T00:00:00,
1131,191,0,0,УЛ  национальной безопасности,Учебная лаборатория национальной безопасности,УЛ  НБ,2006-04-07T00:00:00,2007-03-01T00:00:00
1132,202,0,0,УНЛ новых видов защ. материалов,"Учебно-научная лаборатория  ""Новые виды защитных материалов""",УНЛ НВЗМ,2006-04-07T00:00:00,2007-03-01T00:00:00
1133,2,0,0,Кафедра гидротехнического строительства,"Кафедра ""Гидротехническое строительство""",КГТС,2006-03-09T00:00:00,2012-12-10T00:00:00
1134,1858,31,2,"Кафедра ""Гражданское  строительство и прикладная экология""","Кафедра ""Гражданское строительство и прикладная экология""",ГСиПЭ,2006-03-09T00:00:00,
1136,1861,34,57,Учебно-методическая лаборатория  по обучению лиц с ограниченными возможностями по слуху,Учебно-методическая лаборатория  по обучению лиц с ограниченными возможностями по слуху,УМЛ,2006-06-26T00:00:00,
1137,522,36,0,НИЛ мат.проблем техн.физики,Научно-исследовательская лаборатория математических проблем  технической физики,НИЛ мат.,2006-07-03T00:00:00,2013-02-01T00:00:00
1138,13,31,3,УЛ обследования зданий и сооружений,"Учебная лаборатория ""Обследование зданий и сооружений""",УЛ ОЗиС,2006-05-19T00:00:00,
1139,305,11,3,Информационно-библиотечный комплекс,Информационно-библиотечный комплекс,ИБК,2005-11-17T00:00:00,2015-05-01T00:00:00
114,2545,37,15,"Кафедра ""Мировая экономика и промышленная политика регионов""","Кафедра ""Мировая экономика и промышленная политика регионов""",МЭППР,1994-06-07T00:00:00,
1140,305,5,7,Отдел радиационного контроля,Отдел радиационного контроля,ОРК,2006-11-03T00:00:00,2016-04-04T00:00:00
1141,689,0,0,Книжный киоск Политехническая книга,"Книжный киоск ""Политехническая книга""",Киоск ПК,2006-02-01T00:00:00,2008-02-01T00:00:00
1142,530,37,53,Проблемная научно-исследовательская лаборатория,Проблемная научно-исследовательская лаборатория,ПНИЛ,1968-11-20T00:00:00,
1144,1866,0,0,НИО ЮФ,Научно-исследовательский отдел юридического факультета,НИО ЮФ,2006-02-26T00:00:00,2013-02-01T00:00:00
1145,207,41,0,НИО ИМОП,Научно-исследовательский отдел института международных образовательных программ,НИО ИМОП,2006-02-26T00:00:00,2013-01-01T00:00:00
1146,1862,35,0,НИО ФИ,Научно-исследовательский отдел факультета инноватики,НИО ФИ,1968-11-20T00:00:00,2013-02-01T00:00:00
1147,2302,38,55,Научно-исследовательский отдел,Научно-исследовательский отдел,НИО,2006-02-26T00:00:00,
1148,1863,37,0,НИО ФУИТ,Научно-исследовательский отдел факультета управления и информационных технологий,НИО ФУИТ,2006-02-26T00:00:00,2013-02-01T00:00:00
1149,421,32,54,Научно-исследовательская лаборатория электрическая,"Научно-исследовательская лаборатория электрическая изоляция, кабели и конденсаторы",НИЛ ЭИ К,1993-03-17T00:00:00,2009-12-01T00:00:00
115,191,0,0,Кафедра безопасности жизнедеятельности,"Кафедра ""Безопасность жизнедеятельности""",КБЖ,1968-11-20T00:00:00,2007-03-01T00:00:00
1150,1324,4,2,Лаборатория проектир-я инф. системы ВШ,Лаборатория проектирования информационной системы высшей школы,ЛПИСВШ,2006-06-07T00:00:00,2009-04-01T00:00:00
1151,1525,3,5,Высоковольтное энергетическое пр-во,Высоковольтное энергетическое производство,ВЭП,2005-12-07T00:00:00,2012-09-01T00:00:00
1152,56,39,54,НИО ФВО,Научно-исследовательский отдел факультета военного обучения,НИО ФВО,2007-02-01T00:00:00,2013-02-01T00:00:00
1153,1,0,0,Факультет комплексной безопасности,Факультет комплексной  безопасности,ФКБ,2007-02-16T00:00:00,2013-02-01T00:00:00
1154,1865,39,1,"Кафедра ""Управление и защита в чрезвычайных ситуациях""","Кафедра ""Управление и защита в чрезвычайных ситуациях""",УЗЧС,2007-02-16T00:00:00,
1155,1865,39,3,"Кафедра ""Экстремальные процессы в материалах и взрывобезопасность""","Кафедра ""Экстремальные процессы в материалах и взрывобезопасность""",ЭПМВ,2007-02-16T00:00:00,
1156,1155,39,3,"Центр повыш. квал-кации рук. и спец-тов по физич. защите и безопасности объектов""","Центр повышения  квалификации руководителей и специалистов по физической защите и безопасности объектов""",ЦПК,2007-02-19T00:00:00,
1157,1153,0,0,Деканат,Деканат,ДекФКБ,2007-02-19T00:00:00,2013-02-01T00:00:00
1158,2336,42,55,"Клуб спортивно-технического творчества ""Экстрим""","Клуб спортивно-технического творчества ""Экстрим""",КСТТ Э,2007-02-19T00:00:00,
116,104,0,0,Кафедра экономики и менеджмента недвижимости,"Кафедра ""Экономика и менеджмент недвижимости""",КЭиМН,1995-06-21T00:00:00,2011-03-20T00:00:00
1160,346,11,3,Лаборатория распред. библ.-инф. систем,Лаборатория распределенных библиотечно-информационных систем,Лаб.РБИС,2007-02-27T00:00:00,2015-05-01T00:00:00
1161,1173,39,51,Учебно-научная лаборатория,Учебно-научная лаборатория,УНЛ,2007-02-28T00:00:00,
1162,1154,39,1,Региональный центр по пожарной безопасности,Региональный центр по пожарной безопасности,РЦ по ПБ,2007-02-28T00:00:00,
1163,1863,37,0,"Кафедра ""Национальная безопасность""","Кафедра ""Национальная безопасность""",КНБ,2007-03-01T00:00:00,2014-09-01T00:00:00
1164,1163,37,0,УЛ модел. соц.-эконом. процессов,"Учебная лаборатория ""Моделирование социально-экономических процессов""",УЛ МСЭП,2007-03-01T00:00:00,2014-09-01T00:00:00
1165,1865,39,2,"Кафедра ""Безопасность жизнедеятельности""","Кафедра ""Безопасность жизнедеятельности""",БЖД,2007-03-01T00:00:00,
1166,1165,39,2,УЛ безопасности жизнед. и техн. процессов,"Учебная лаборатория ""Безопасность жизнедеятельности и технологических процессов""",УЛ БЖД,2007-03-01T00:00:00,
1167,1865,39,52,Рег. центр без. труда и аттест. раб. мест,"Региональный центр безопасности труда, учебы и аттестации рабочих мест по условиям труда",РЦБТиАРМ,2007-03-01T00:00:00,
1168,1167,39,52,Лаб. аттестации раб. и уч. мест,Лаборатория аттестации рабочих и учебных мест,ЛабАРиУМ,2007-03-01T00:00:00,
117,108,37,4,УЛ автоматизации и упр-ния пр-вом,Учебная лаборатория автоматизации и управления производством,УЛ АиУП,1968-11-20T00:00:00,
1170,1154,39,1,УЛ защиты в криз. и чрезв. ситуациях,"Учебная лаборатория ""Защита в кризисных и чрезвычайных ситуациях""",УЛЗКЧС,2007-03-01T00:00:00,
1171,1156,39,3,"УЛ ""Модел. процессов управления в системах физической защиты""","Учебная лаборатория ""Моделирование процессов управления в системах физической защиты""",УЛМПУСФЗ,2007-03-01T00:00:00,
1172,1156,39,3,"УЛ""Моделирование процессов управления в техносферной безопасности""","Учебная лаборатория ""Моделирование процессов управления в техносферной безопасности""",УЛМПУвТБ,2007-03-01T00:00:00,
1173,1865,39,51,НИО ИВТОБ,Научно-исследовательский отдел института военно-технического образования,НИОИВТОБ,2007-03-01T00:00:00,
1174,853,35,66,НИЛ комплексной автоматизации,Научно-исследовательская лаборатория комплексной автоматизации,НИЛ КА,2007-03-07T00:00:00,
1175,1163,37,0,Научно-технический центр безопасности объектов,Научно-технический центр комплексных систем безопасности объектов,НТЦ БО,2007-03-09T00:00:00,2014-09-01T00:00:00
1176,2302,38,16,"Кафедра ""Физическая культура и спорт""","Кафедра ""Физическая культура и спорт""",ФКС,2007-03-19T00:00:00,2015-04-05T00:00:00
1177,1581,9,4,"Учебно-спортивная база СПбПУ ""Политехник"" в п. Токсово","Учебно-спортивная база СПбПУ ""Политехник"" в поселке Токсово",УСБТ,2007-03-19T00:00:00,
1178,2336,42,51,НОЦ кинезиологии человека,Научно-образовательный центр кинезиологии человека,НОЦ КЧ,2007-03-19T00:00:00,
1179,526,35,56,НИЛ сист. анализа и упр-я,Научно-исследовательская лаборатория системного анализа и управления,НИЛ САиУ,2007-02-19T00:00:00,2013-02-01T00:00:00
118,1863,37,51,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,ККДП,1968-11-20T00:00:00,
1180,305,2,3,Управление международного сотрудничества,Управление международного сотрудничества,УМС,2007-03-23T00:00:00,
1181,1180,2,3,Отдел международных научных проектов,Отдел международных  научных проектов,ОМНП,2007-03-26T00:00:00,2011-08-01T00:00:00
1182,1180,2,3,Отдел международных научных и внешнеэкономических связей,Отдел международных научных и внешнеэкономических связей,ОМННВЭС,2007-03-26T00:00:00,
1183,1589,2,4,Отдел международной академической мобильности,Отдел международной академической мобильности,ОМНАМ,2007-03-26T00:00:00,
1184,1180,2,3,Отдел международного межвузовского сотрудничества,Отдел международного межвузовского сотрудничества,ОММС,2007-03-26T00:00:00,
1185,1180,2,3,Отдел приема и командирования,Отдел приема и командирования,ОПК,2007-03-26T00:00:00,
1186,1860,33,0,НИО ЦНИИ РТК,Научно-исследовательский отдел ЦНИИ РТК,НИО РТК,2007-03-30T00:00:00,2013-01-31T00:00:00
1187,1186,33,0,НИЛ моделирования и управления,Научно-исследовательская лаборатория моделирования и управления,НИЛ МиУ,2007-03-30T00:00:00,2013-01-31T00:00:00
1188,1151,3,5,Научно-произ.участок длинно-искровых грозозащ.разрядников,Научно-производственный участок длинно-искровых грозозащитных разрядников,РДИ,2007-04-03T00:00:00,2012-09-01T00:00:00
1189,1151,3,5,Научно-производственный уч. высоковольтного оборуд.,Научно-производственный участок высоковольтного оборудования,УВО,2007-04-03T00:00:00,2012-09-01T00:00:00
119,1863,37,56,Сектор вычислительных средств,Сектор вычислительных средств,С ВС,1990-12-18T00:00:00,
