COD,SUBCOD,CODE1,CODE2,D_NAME,FULLNAME,ABBR,DATA_COZD,DATA_ZAKR
1628,1625,3,5,"Отделение ""Встраиваемые микроэлектронные системы""","Отделение ""Встраиваемые микроэлектронные системы""",ОВМЭС,2011-09-09T00:00:00,2013-02-11T00:00:00
1629,1625,3,5,"Отделение ""Безопасность компьютерных и телекоммуникационных технологий""","Отделение ""Безопасность компьютерных и телекоммуникационных технологий""",ОБКиТТ,2011-09-09T00:00:00,2013-02-11T00:00:00
163,64,9,1,Инженерно-техническая группа,Инженерно-техническая группа,ИТГ,1968-11-20T00:00:00,2010-01-01T00:00:00
1630,499,1,16,Сектор обработки корреспонденции,Сектор обработки корреспонденции,СОК,2011-09-26T00:00:00,
1631,1577,0,0,Технический отдел,Технический отдел,ТО,2011-09-01T00:00:00,2014-02-01T00:00:00
1632,1577,0,0,Отдел подготовки разрешительной и проектно-сметной документации,Отдел подготовки разрешительной и проектно-сметной документации,ОПРиПСД,2011-09-01T00:00:00,2014-02-01T00:00:00
1633,1577,0,0,Планово-экономический отдел,Планово-экономический отдел,ПЭО,2011-09-01T00:00:00,2014-02-01T00:00:00
1634,1577,0,0,Отдел технического надзора,Отдел технического надзора,ОТН,2011-09-01T00:00:00,2014-02-01T00:00:00
1635,1577,0,0,Сметный отдел,Сметный отдел,СО,2011-09-01T00:00:00,2014-02-01T00:00:00
1636,305,0,0,Департамент архитектурно-строительного проектирования.,Департамент архитектурно-строительного проектирования.,ДАСП,2011-09-01T00:00:00,2014-02-01T00:00:00
1637,1636,0,0,Архитектурный отдел,Архитектурный отдел,АО,2011-09-01T00:00:00,2014-02-01T00:00:00
1638,1636,0,0,Конструкторский отдел,Конструкторский отдел,КО,2011-09-01T00:00:00,2014-02-01T00:00:00
1639,1636,0,0,Инженерный отдел,Инженерный отдел,ИО,2011-09-01T00:00:00,2014-02-01T00:00:00
164,19,0,0,Отдел охраны,Отдел охраны,ОтдОхр,1968-11-20T00:00:00,2007-04-02T00:00:00
1640,439,5,1,Центральный пост управления,Центральный пост управления,ЦПУ,2011-09-01T00:00:00,
1641,1246,1,6,Отдел информационного контроля,Отдел информационного контроля,ОИК,2011-09-26T00:00:00,2015-06-08T00:00:00
1642,1581,9,4,Комбинат бытового обслуживания,Комбинат бытового обслуживания,КБО,2011-09-23T00:00:00,2013-04-01T00:00:00
1643,1581,9,4,Торговый отдел,Торговый отдел,ТО,2011-09-23T00:00:00,2013-04-01T00:00:00
1644,847,9,4,Фабрика - кухня,Фабрика - кухня,ФК,2011-09-23T00:00:00,2013-04-01T00:00:00
1645,1644,9,4,Стол заказов,Стол заказов,СЗ,2011-09-23T00:00:00,2013-04-01T00:00:00
1646,847,9,4,"Служба доставки,обсл.автом-х аппаратов и кейт.услуги","Служба доставки, обслуживания автоматических аппаратов и кейтеринговые услуги",СДОААиКУ,2011-09-23T00:00:00,2013-04-01T00:00:00
1647,262,0,0,Отдел аналитики правового документооборота,Отдел аналитики правового документооборота,ОАПДО,2011-09-20T00:00:00,2012-10-11T00:00:00
1648,262,0,0,Отдел финансового анализа и мониторинга,Отдел финансового анализа и мониторинга,ОФАиМ,2011-09-20T00:00:00,2012-10-11T00:00:00
1649,262,0,0,Отдел архитектурного сопровождения,Отдел архитектурного сопровождения,ОАС,2011-09-20T00:00:00,2012-10-11T00:00:00
165,161,0,0,Кафедра инф.-выч. систем и технологий,"Кафедра ""Информационно-вычислительные системы и технологии""",КИВСиТ,1968-11-20T00:00:00,2005-07-21T00:00:00
1650,305,0,0,Отдел корпоративных связей,Отдел корпоративных связей,ОКС,2011-09-20T00:00:00,2013-01-15T00:00:00
1651,262,0,0,Отдел подготовки и управления проектами по развитию территории,Отдел подготовки и управления проектами по развитию территории,ОПиУПРТ,2011-09-20T00:00:00,2012-10-11T00:00:00
1652,1831,9,2,Управление Главного энергетика,Управление Главного энергетика,УГЭ,2011-08-31T00:00:00,
1653,377,9,2,Отдел технического надзора,Отдел технического надзора,ОТН,2011-08-31T00:00:00,2013-04-01T00:00:00
1654,377,9,2,Инженерный отдел,Инженерный отдел,ИО,2011-08-31T00:00:00,2013-04-01T00:00:00
1655,375,9,2,Участок вентиляции и кондиционирования,Участок вентиляции и кондиционирования,УВиК,2011-08-31T00:00:00,
1656,375,9,2,"Отдел отопления, водоснабжения и канализации","Отдел отопления, водоснабжения и канализации",ООВиК,2011-08-31T00:00:00,
1657,1652,9,2,Инженерно-техническая служба,Инженерно-техническая служба,ИТС,2011-08-31T00:00:00,
1658,1657,9,2,Отдел технического надзора,Отдел технического надзора,ОТН,2011-08-31T00:00:00,2013-04-01T00:00:00
1659,1657,9,2,Сметно-договорной отдел,Сметно-договорной отдел,СДО,2011-08-31T00:00:00,
166,161,0,0,Кафедра интеллект. систем и комплексов экстрем. медицины,"Кафедра ""Интеллектуальные системы и комплексы экстремальной медицины""",КИСКЭМ,1968-11-20T00:00:00,2005-07-21T00:00:00
1660,1657,9,2,Инженерный отдел,Инженерный отдел,ИО,2011-08-31T00:00:00,
1661,305,1,7,"Служба аудита, финансового контроля и экономической безопасности","Служба аудита, финансового контроля и экономической безопасности",САФКЭБ,2011-10-06T00:00:00,
1662,1286,1,4,Отдел научно-метод. обеспечения комплексной безоп-сти,Отдел научно-методического обеспечения комплексной безопасности,ОНМОКБ,2011-10-12T00:00:00,2015-07-01T00:00:00
1663,1696,5,2,Отдел пожарного надзора,Отдел пожарного надзора,ОПН,2011-10-12T00:00:00,2016-04-04T00:00:00
1664,1662,1,4,Лаборатория для обучения и подготовки руководящего состава и специалистов образовательных,Лаборатория для обучения и подготовки руководящего состава и специалистов образовательных (научных) учреждений по вопросам комплексной безопасности.,ЛОПРСВКБ,2011-10-12T00:00:00,2013-01-01T00:00:00
1665,1662,1,4,Лаборатория для апробации современных средств комплексной безопасности.,Лаборатория для апробации современных средств комплексной безопасности.,ЛАССКБ,2011-10-12T00:00:00,2013-01-01T00:00:00
1666,1662,1,4,"Лаборатория проведения инструкторских, методических занятий","Лаборатория проведения инструкторских, методических занятий",ЛПИМЗ,2011-10-12T00:00:00,2013-01-01T00:00:00
1667,1586,10,1,Отдел международных научных проектов,Отдел  международных научных проектов,ОМНП,2011-10-11T00:00:00,2015-06-10T00:00:00
1668,85,3,5,Циклотронная лаборатория,Циклотронная лаборатория,ЦЛ,2011-10-24T00:00:00,
1669,1412,31,59,"ИСЦ""Высота"" высотных и большепролетных зданий и сооружений","Испытательно-сертификационный центр ""Высота"" высотных и большепролетных зданий и сооружений",ИСЦВБПЗС,2011-10-18T00:00:00,
167,161,0,0,Кафедра интеллект. системы упр-я проектами (в приборостр.),"Кафедра ""Интеллектуальные системы управления проектами (в приборостроении)""",КИСУП,1968-11-20T00:00:00,2005-07-21T00:00:00
1670,1578,9,3,Плановый отдел,Плановый отдел,Пл.Отд,2011-10-25T00:00:00,2014-05-23T00:00:00
1671,1578,9,3,Сметный отдел,Сметный отдел,См.отд.,2011-10-25T00:00:00,2014-05-23T00:00:00
1672,1578,9,3,Производственно-технический отдел,Производственно-технический отдел,ПТО,2011-10-25T00:00:00,2014-05-23T00:00:00
1673,1672,9,3,Группа технического надзора,Группа технического надзора,ГрТН,2011-10-25T00:00:00,2014-05-23T00:00:00
1674,1672,9,3,Техническая группа,Техническая группа,Тех.гр,2011-10-25T00:00:00,2014-05-23T00:00:00
1675,1672,9,3,Группа управления проектами и согласованиями,Группа управления проектами и согласованиями,ГУПиС,2011-10-25T00:00:00,2014-05-23T00:00:00
1676,190,10,8,НЛ физики улучшенного удержания плазмы токамаков," ""Научная лаборатория физики улучшенного удержания плазмы токамаков""",НЛФУУПТ,2011-10-27T00:00:00,2015-12-11T00:00:00
1677,2403,10,24,Отдел по обеспечению участия в конкурсных  НИОКР,Отдел по обеспечению участия в конкурсных НИОКР,ООУКНИОКР,2011-11-01T00:00:00,
1678,370,11,2,Сектор лицензирования и аккредитации,Сектор лицензирования и аккредитации,СЛиА,2011-11-08T00:00:00,2014-12-31T00:00:00
1679,370,11,2,Сектор организации и сопровождения образовательных программ,Сектор организации и сопровождения образовательных программ,СОиСОП,2011-11-08T00:00:00,2014-12-31T00:00:00
168,305,0,0,Департамент по печати и научно-учебному книгоизданию,Департамент по печати и научно-учебному книгоизданию,ДПиНУКИ,1968-11-20T00:00:00,2014-06-09T00:00:00
1680,311,11,2,Сектор методического обеспечения образования,Сектор методического обеспечения образования,СМОО,2011-11-08T00:00:00,2014-12-31T00:00:00
1681,311,11,2,Сектор методического обеспечения дистанционных технологий в образовании,Сектор методического обеспечения дистанционных технологий в образовании,СМОДТвО,2011-11-08T00:00:00,2014-11-05T00:00:00
1682,1846,10,11,Лаборатория молекулярной  нейродегенерации (ЛМН),Лаборатория  молекулярной  нейродегенерации (ЛМН),ЛМН,2011-10-31T00:00:00,
1683,168,0,0,Центр электронного книгоиздания,Центр электронного книгоиздания,ЦЕКИ,2011-11-01T00:00:00,2014-06-09T00:00:00
1684,1683,0,0,Отдел электронного проектирования,Отдел электронного проектирования,ОЭлПр,2011-11-01T00:00:00,2014-06-09T00:00:00
1685,1683,0,0,Отдел электронного тиражирования,Отдел электронного тиражирования,ОЭлТир,2011-11-01T00:00:00,2014-06-09T00:00:00
1686,1683,0,0,Отдел технического контроля и регистрации,Отдел технического контроля и регистрации,ОТКиР,2011-11-01T00:00:00,2014-06-09T00:00:00
1687,742,0,0,Цифровая типография,Цифровая типография,ЦифТип,2011-11-01T00:00:00,2014-06-09T00:00:00
1688,1588,13,7,Отдел брэндинга,Отдел брэндинга,ОБ,2011-11-01T00:00:00,
1689,1552,0,0,"Отдел книгораспространения ""Книжный коллектор""","Отдел книгораспространения ""Книжный коллектор""","ОКР""КК""",2011-11-01T00:00:00,2014-06-09T00:00:00
169,305,0,0,"Департамент аренды, территорий и экологической безопасности.","Департамент аренды, территорий и экологической безопасности.",ДАТиЭБ,2003-12-26T00:00:00,2013-10-01T00:00:00
1690,1586,10,1,Центр по работе с научными подразделениями университета,Центр по работе с научными подразделениями университета,ЦРНПУ,2011-11-09T00:00:00,
1691,2250,9,3,Служба текущего ремонта,Служба текущего ремонта,СТР,2011-11-11T00:00:00,
1692,1691,9,3,Участок общестроительных работ,Участок общестроительных работ,УОСР,2011-11-11T00:00:00,
1693,1691,9,3,Участок специальных работ,Участок специальных работ,УчСпР,2011-11-11T00:00:00,2014-05-23T00:00:00
1694,1691,9,3,Участок сантехнических и электромонтажных работ,Участок сантехнических и электромонтажных работ,УСТиЭМР,2011-11-11T00:00:00,2014-05-23T00:00:00
1695,1286,1,4,Запасной пункт управления ГО и ЧС,Запасной пункт управления ГО и ЧС,ЗПУГОиЧС,2011-11-14T00:00:00,2015-07-01T00:00:00
1696,305,5,2,Департамент пожарной безопасности,Департамент пожарной безопасности,ДПБ,2011-11-14T00:00:00,2016-04-04T00:00:00
1697,1696,5,2,Отдел технических систем охраны,Отдел технических систем охраны,ОТСО,2011-11-14T00:00:00,2016-04-04T00:00:00
1698,1696,5,2,Учебно-пожарная добровольная команда,Учебно-пожарная добровольная команда,УПДК,2011-11-14T00:00:00,2015-04-06T00:00:00
1699,106,37,13,"Лаборатория ""Экономика и менеджмент технологий и материалов""","Лаборатория ""Экономика и менеджмент технологий и материалов""",ЛЭМТМ,1994-11-15T00:00:00,
17,1858,31,52,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,ККДП,1968-11-20T00:00:00,
170,1,0,0,Гуманитарный факультет,Гуманитарный факультет,ГФ,1990-12-04T00:00:00,2013-02-01T00:00:00
1700,1529,10,17,"Бизнес-инкубатор ""Политехнический""","Бизнес-инкубатор ""Политехнический""",БИнк.П,2011-11-17T00:00:00,
1701,1831,9,2,Отдел мобильной связи,Отдел мобильной связи,ОМС,2012-01-23T00:00:00,
1702,1588,13,7,Отдел рекламы,Отдел рекламы,ОР,2012-01-23T00:00:00,2013-01-01T00:00:00
1703,281,11,29,Университетский политехнический колледж,Университетский политехнический колледж,УПК,2011-11-22T00:00:00,
1704,1,0,0,"Институт машиностроения  ""ЛМЗ -ВТУЗ""","Институт машиностроения "" ЛМЗ- ВТУЗ""","ИМ ""ЛМЗ""",2011-11-22T00:00:00,2014-09-01T00:00:00
1705,1492,33,13,"УЛ ""Современные методы аналитической химии"""," Учебная лаборатория ""Современные методы аналитической химии""",УЛСМАХ,2011-11-01T00:00:00,
1706,1860,33,65,"Лаборатория ""Жидкофазные металлургические технологии""","Лаборатория ""Жидкофазные металлургические технологии""",Лаб ЖМТ,2011-11-28T00:00:00,
1708,1860,33,67,"Лаборатория ""Новые и перспективные материалы""","Лаборатория ""Новые и перспективные материалы""",Лаб. НПМ,2011-11-28T00:00:00,
1709,1860,33,66,"Лаборатория ""Исследование и моделирование структуры и свойств металлических материалов""","Лаборатория ""Исследование и моделирование структуры и свойств  металлических материалов""",Лаб.ИМСМ,2011-11-28T00:00:00,
171,170,0,0,Кафедра социологии и права,"Кафедра ""Социология и право""",КСиП,1994-05-12T00:00:00,2012-09-01T00:00:00
1710,1621,0,0,Отдел сопровождения  комплексных  проектов НИОКТР,Отдел сопровождения  комплексных проектов НИОКТР,ОС НИОКТ,2011-12-01T00:00:00,2013-02-01T00:00:00
1711,1621,0,0,Отдел научно-инновационных  проектов,Отдел научно-инновационных проектов,О НИП,2011-12-01T00:00:00,2013-02-08T00:00:00
1712,305,13,6,Музей  истории профессионального образования,Музей  истории профессионального образования,МИПО,2012-01-01T00:00:00,2016-05-13T00:00:00
1713,1712,13,6,Экспозиционно-выставочный отдел,Экспозиционно-выставочный отдел,ЭВО,2012-01-01T00:00:00,2016-05-13T00:00:00
1715,1712,13,6,Сектор главной бухгалтерии,Сектор главной бухгалтерии,СГБ,2012-01-01T00:00:00,2013-10-01T00:00:00
1717,1712,13,6,Экскурсионный отдел,Экскурсионный отдел,ЭО,2012-01-01T00:00:00,2016-05-13T00:00:00
1718,1712,13,6,Сектор эксплуатационно- технического отдела Департамента административно- хозяйственных сл,Сектор  эксплуатационно- технического отдела Департамента  административно-хозяйственных служб,СЭТО,2012-01-01T00:00:00,2013-10-01T00:00:00
1719,1525,3,5,Финансово-экономический отдел,Финансово-экономический отдел,ФЭО,2011-12-23T00:00:00,2016-03-03T00:00:00
172,1866,0,0,"Кафедра ""Политическая экономия""","Кафедра ""Политическая экономия""",КПЭ,1968-11-20T00:00:00,2014-09-01T00:00:00
1720,1703,11,29,Учебная часть,Учебная часть,УЧ,2012-01-01T00:00:00,
1721,1703,11,29,Сектор отдела практики и трудоустройства  Департамента образовательной деятельности,Сектор отдела практики и трудоустройства Департамента образовательной деятельности,СОПи Т,2012-01-01T00:00:00,2013-05-01T00:00:00
1722,1703,11,29,Группа УВР в общежитии,Группа УВР в общежитии,Г УВР,2012-01-01T00:00:00,2013-03-05T00:00:00
1723,1703,11,29,Центр профориентации и маркетинга (ЦПМ),Центр профориентации и маркетинга,ЦПМ,2012-01-01T00:00:00,
1724,1703,11,29,Совет по воспитательной работе,Совет по воспитательной работе,СВР,2012-01-01T00:00:00,2013-03-05T00:00:00
1725,1703,11,29,Попечительский совет,Попечительский  совет,ПС,2012-01-01T00:00:00,2013-03-05T00:00:00
1726,879,11,3,Сектор обслуживания колледжа информатизации и управления,Сектор обслуживания колледжа информатизации и управления,СОКИиУ,2012-01-01T00:00:00,2015-05-01T00:00:00
1727,1703,11,29,Сектор методического отдела Департамента мет. обеспечения,Сектор методического отдела  Департамента методического обеспечения,СМО,2012-01-01T00:00:00,2013-03-05T00:00:00
1728,1703,11,29,Сектор отдела дополнительных и образовательных услуг Департамента образовательной деятельн,Сектор отдела дополнительных и образовательных услуг Департамента образовательной деятельностити,СОДОУ,2012-01-01T00:00:00,2013-03-05T00:00:00
1729,170,0,0,"Кафедра ""Культурология и социология""","Кафедра "" Культурология и социология""",КиС,2011-12-27T00:00:00,2012-12-10T00:00:00
173,51,0,0,Кафедра полиграфических машин,"Кафедра ""Полиграфические машины""",КПМ,2005-09-29T00:00:00,2013-01-08T00:00:00
1730,1525,3,5,Информационно-рекламный отдел,Информационно-рекламный  отдел,ИРО,2011-12-23T00:00:00,
1731,1574,3,5,"Отделение ""Электроника""","Отделение ""Электроника""",ОЭ,2011-12-23T00:00:00,2013-02-11T00:00:00
1732,1574,3,5,"Отделение""Многофункциональные телекоммуникационные системы""","Отделение ""Многофункциональные телекоммуникационные системы""",ОМТС,2011-12-23T00:00:00,2013-02-11T00:00:00
1733,1731,3,5,"Отдел ""Молекулярная электроника""","Отдел ""Молекулярная электроника""",МЭ,2011-12-23T00:00:00,2013-02-11T00:00:00
1734,1731,3,5,"Отдел ""Электроника  микросенсоров""","Отдел ""Электроника микросенсоров""",ЭМ,2011-12-23T00:00:00,2013-02-11T00:00:00
1735,1731,3,5,"Отдел ""Квантовая электроника и информационная оптика""","Отдел ""Квантовая электроника и информационная оптика""",КЭиИО,2011-12-23T00:00:00,2013-02-11T00:00:00
1736,1731,3,5,"Отдел ""Физика и диагностика микро,-наноматериалов  и структур""","Отдел ""Физика и диагностика микро, - наноматериалов и структур""",ФиДМНС,2011-12-23T00:00:00,2013-02-11T00:00:00
1737,1731,3,5,"Отдел ""Микроэлектроника""","Отдел ""Микроэлектроника""",ОМ,2011-12-23T00:00:00,2013-02-11T00:00:00
1738,1732,3,5,"Отдел ""Мультисенсорные системы""","Отдел ""Мультисенсорные системы""",ОМС,2011-12-23T00:00:00,2013-02-11T00:00:00
1739,1732,3,5,"Отдел ""Информационно-сетевые технологии""","Отдел ""Информационно-сетевые технологии""",ОИСТ,2011-12-23T00:00:00,2013-02-11T00:00:00
174,1866,0,0,"Кафедра ""Инженерная педагогика и психология""","Кафедра ""Инженерная педагогика и психология""",КИПиП,1980-07-17T00:00:00,2014-09-01T00:00:00
1741,1732,3,5,"Отдел ""Космические телекоммуникационные системы""","Отдел ""Космические  телекоммуникационные системы""",КТС,2011-12-23T00:00:00,2013-02-11T00:00:00
1742,1732,3,5," Отдел ""Телекоммуникационные системы и устройства"""," Отдел ""Телекоммуникационные  системы и устройства""",ТСиУ,2011-12-23T00:00:00,2013-02-11T00:00:00
1743,1732,3,5,"Отдел ""Телемедицина""","Отдел ""Телемедицина""",ОТ,2011-12-23T00:00:00,2013-02-11T00:00:00
1744,1732,3,5,"Отдел ""Специальные системы и технологии""","Отдел ""Специальные системы и технологии""",ССиТ,2011-12-23T00:00:00,2013-02-11T00:00:00
1745,1703,11,29,Группа контроля доступа,Группа контроля доступа,ГКДК,2012-01-01T00:00:00,2015-02-01T00:00:00
1746,1703,11,29,Группа эксплуатационно- технического обеспечения,Группа эксплуатационно-технического обеспечения,ГЭТО,2012-01-01T00:00:00,
1747,1703,11,29,Группа развития и эксплуатации сетей,Группа развития  и эксплуатации сетей,ГРЭС,2012-01-01T00:00:00,2013-05-01T00:00:00
1748,1703,11,29,Группа административно-хозяйственных работ,Группа административно-хозяйственных работ,ГАХР,2012-01-01T00:00:00,
1749,1703,11,29,Группа эксплуатации общежития,Группа эксплуатации общежития,ГЭО,2012-01-01T00:00:00,2014-04-24T00:00:00
175,1863,37,54,Подготовительные курсы  при ФУИТ,Подготовительные курсы  при факультете управления и информационных технологий,ПК ФУИТ,1968-11-20T00:00:00,
1750,1815,11,29,Группа организационно-спортивного обеспечения учебно-спортивного комплекса,Группа организационно -спортивного обеспечения учебно-спортивного комплекса,ГОСО,2012-01-01T00:00:00,
1751,1815,11,29,Группа эксплуатационно- технического обеспечения учебно- спортивного комплекса,Группа эксплуатационно- технического  обеспечения учебно- спортивного комплекса,ГЭТО,2012-01-01T00:00:00,2015-02-01T00:00:00
1752,1772,11,29,Учебно-туристский  гостиничный комплекс,Учебно-туристский гостиничный комплекс,УТГК,2012-01-01T00:00:00,2015-05-01T00:00:00
1753,1772,11,29,Тренинговый центр колледжа,Тренинговый центр колледжа,ТЦК,2012-01-01T00:00:00,2012-03-01T00:00:00
1754,1703,11,29,"Творческий клуб ""Юность""","Творческий клуб ""Юность""",ТК,2012-01-01T00:00:00,
1755,1703,11,29,"Спортивный  клуб ""Электрон""","Спортивный клуб ""Электрон""",СК,2012-01-01T00:00:00,
1756,339,1,6,Сектор  полного  кадрового делопроизводства (колледж),Сектор  полного кадрового делопроизводства (колледж),СОК,2012-01-01T00:00:00,2014-04-15T00:00:00
1757,1703,11,29,Сектор главной бухгалтерии,Сектор главной бухгалтерии,СГБ,2012-01-01T00:00:00,2013-03-01T00:00:00
1758,1703,11,29,"Отделение международных программ, экономики  и туризма","Отделение   международных программ, экономики и туризма",ОМПЭТ,2012-01-01T00:00:00,
1759,1703,11,29,Отделение метрологии и вычислительной техники,Отделение метрологии и вычислительной техники,ОМиВТ,2012-01-01T00:00:00,
176,2302,38,15,"Кафедра ""История""","Кафедра ""История""",История,1989-11-23T00:00:00,
1760,1703,11,29,Отделение информационных технологий,Отделение информационных технологий,ОИТ,2012-01-01T00:00:00,
1761,1703,11,29,Отделение международных образовательных программ,Отделение международных образовательных программ,ОМОП,2012-01-01T00:00:00,2015-11-03T00:00:00
1762,1233,10,25,Выставочный зал,Выставочный зал,ВыстЗ,2012-01-01T00:00:00,2015-11-25T00:00:00
1763,305,0,0,Комплекс визуальной информации,Комплекс визуальной информации,КВИ,2012-01-01T00:00:00,2014-12-05T00:00:00
1764,305,11,4,Центр менеджмента качества,Центр менеджмента качества,ЦМК,2012-01-01T00:00:00,2015-07-30T00:00:00
1765,1764,11,4,Отдел мониторинга деятельности университета,Отдел мониторинга деятельности университета,ОМДУ,2012-01-01T00:00:00,2015-07-30T00:00:00
1766,1764,11,4,Отдел разв-я сист. менеджмента качества,Отдел развития системы менеджмента качества,ОРСМК,2012-01-01T00:00:00,2015-07-30T00:00:00
1767,1765,11,4,Сектор мониторинга показателей деятельности,Сектор мониторинга показателей деятельности,СМПД,2012-01-01T00:00:00,2015-07-30T00:00:00
1768,1765,11,4,Сектор по работе с информационными системами,Сектор по работе с информационными системами,СпоРсИС,2012-01-01T00:00:00,2015-07-30T00:00:00
1769,1766,11,4,Сектор сопровождения системы менеджмента качества,Сектор сопровождения системы менеджмента качества,СССМК,2012-01-01T00:00:00,2015-07-30T00:00:00
177,176,38,15,НУЦ истории науки и техники,"Научно-учебный центр ""История науки и техники""",НУЦ ИНиТ,1968-11-20T00:00:00,
1770,1766,11,4,Сектор мониторинга учебно-методического обеспечения,Сектор мониторинга учебно-методического обеспечения,СМУМО,2012-01-01T00:00:00,2015-07-30T00:00:00
1771,1703,11,29,Дирекция,Дирекция,Дирекц,2012-01-01T00:00:00,
1772,1703,11,29,Департамент физкультуры и спорта колледжа,Департамент физкультуры и спорта колледжа,ДФиС,2012-01-01T00:00:00,
1778,1866,0,0,"Консультационно-правовой центр по экспертному обеспечению инновационных проектов, реализуе","Консультационно-правовой центр по экспертному  обеспечению  инновационных проектов, реализуемых в СПбГПУ",КПЦ,2011-12-30T00:00:00,2013-02-01T00:00:00
178,170,0,0,Кафедра отечественной и зарубежной культуры,"Кафедра ""Отечественная и зарубежная культура""",КОиЗК,1988-10-05T00:00:00,2012-09-01T00:00:00
179,2302,38,12,"Кафедра ""Социально-политические технологии""","Кафедра ""Социально-политические технологии""",СПТ,1989-11-23T00:00:00,2015-10-26T00:00:00
1790,912,11,4,Учебно-методический центр комплексной безопасности Северо-Западного региона,Учебно-методический  центр комплексной безопасности Северо-Западного  региона,УМЦ КБСЗ,2012-01-23T00:00:00,2012-01-27T00:00:00
1791,1601,3,5,Бюро по аккредитации научно-испытательных лабораторий,Бюро по аккредитации научно-испытательных лабораторий,БАНИЛ,2012-02-10T00:00:00,2016-03-03T00:00:00
1792,1601,3,5,"Научно-испытательная лаборатория ""Прочность и ресурс конструкций""","Научно-испытательная лаборатория ""Прочность и ресурс конструкций""",НИЛ ПРК,2012-02-10T00:00:00,2016-03-03T00:00:00
1793,1601,3,5,"Научно-испытательная лаборатория ""Сварка и контроль""","Научно-испытательная лаборатория ""Сварка и контроль""",НИЛ СК,2012-02-10T00:00:00,
1794,1601,3,5,"Научно-испытательная лаборатория ""Динамика систем и материалов""","Научно-испытательная лаборатория ""Динамика систем и материалов""",НИЛ СиМ,2012-02-10T00:00:00,2016-03-03T00:00:00
1795,1601,3,5,"Научно-испытательная лаборатория ""Металлургическая экспертиза""","Научно-испытательная лаборатория ""Металлургическая экспертиза""",НИЛ МЭ,2012-02-10T00:00:00,2016-03-03T00:00:00
1796,1601,3,5,"Научно-испытательная лаборатория ""Структура и свойства материалов""","Научно-испытательная лаборатория ""Структура и свойства материалов""",НИЛ СиСМ,2012-02-10T00:00:00,2016-03-03T00:00:00
1798,1601,3,5,"Учебный центр ""Instron -СПбПУ""","Учебный центр ""Instron -СПбПУ""",УЦ,2012-02-10T00:00:00,
1799,1495,0,0,"УНЛ ""Информационные технологии в энергетике""","Учебно-научная лаборатория ""Информационные технологии в энергетике""","УНЛ""ИТвЭ",2012-01-01T00:00:00,2012-12-10T00:00:00
18,1858,31,56,Сектор вычислительных средств,Сектор вычислительных средств,СВС,1990-12-18T00:00:00,
180,2302,38,6,"Кафедра ""Прикладная филология""""","Кафедра ""Прикладная филология""",ПФ,1968-11-20T00:00:00,
1800,1495,0,0,"Научно-исследовыательское отделение ""Технологии преобразования  энергии возобновляемых  ис","Научно- исследовательское отделение  "" Технологии преобразования  энергии  возобновляеиых источников""",НИО ТПВИ,2012-01-01T00:00:00,2012-12-10T00:00:00
1801,305,5,8,Учебно-методический  центр комплексной безопасности,Учебно-методический центр  комплексной безопасности,УМЦ КБ,2012-01-27T00:00:00,
1802,268,0,0,"Кафедра ""Технологии инноваций""","Кафедра ""Технологии инноваций""",ТИ,2012-03-01T00:00:00,2012-09-08T00:00:00
1803,305,9,5,Производственное управление,Производственное управление,ПУ,2012-02-27T00:00:00,2015-04-13T00:00:00
1804,2268,9,1,Отдел изготовления и монтажа светопрозрачных конструкций,Отдел изготовления и монтажа светопрозрачных конструкций,ОИМСПК,2012-02-27T00:00:00,
1806,1567,10,1,Центр обучения и сертификации Expert Systems,Центр  обучения и сертификации Expert Systems,ЦОС,2012-03-06T00:00:00,2015-12-11T00:00:00
1807,1601,3,5,"Производственно -образовательный центр ""Механика разрушений и сварочные технологии""","Производственно-образовательный центр ""Механика разрушений и сварочные технологии""",ПОЦ МР,2012-02-10T00:00:00,
1808,262,0,0,Отдел учета недвижимого имущества,Отдел учета недвижимого имущества,ОУНИ,2012-03-15T00:00:00,2012-10-11T00:00:00
1809,1703,11,29,Учебно-методическая часть,Учебно-методическая часть,УМЧК,2012-01-01T00:00:00,
181,189,0,0,Кафедра физического воспитания,Кафедра физического воспитания,КафФВ,1968-11-20T00:00:00,2007-08-31T00:00:00
1810,1809,11,29,Группа аттестации педагогических кадров,Группа аттестации педагогических кадров,ГАПК,2012-01-01T00:00:00,2013-03-05T00:00:00
1811,1809,11,29,Группа методического обеспечения ОПОП СПО,Группа методического обеспечения ОПОП СПО,ГМО ОПОП,2012-01-01T00:00:00,2013-03-05T00:00:00
1812,1720,11,29,Диспетчерская служба,Диспетчерская служба,ДС,2012-01-01T00:00:00,2013-03-05T00:00:00
1813,1720,11,29,Студенческий сектор,Студенческий сектор,СС,2012-01-01T00:00:00,
1814,1703,11,29,Сектор центрального архива,Сектор центрального архива,СЦА,2012-01-01T00:00:00,2015-05-01T00:00:00
1815,1772,11,29,Учебно-спортивный комплекс,Учебно-спортивный комплекс,УСК,2012-01-01T00:00:00,
1816,1772,11,29,"Центр доп. образов-я и повышения квалификации ""Карьера""","Центр дополнительного образования и повышения квалификации ""Карьера""",ЦДОиПКК,2012-01-01T00:00:00,
1817,1703,11,29,Группа практико-ориентированного образования,Группа практико-ориентированного образования,ГПООК,2012-01-01T00:00:00,2015-11-05T00:00:00
