id1,id2,name1,name2,uid1,uid2,weight
app_71224,app_58576,Минаев В.Б.,Присяжнюк Д.В.,1676,1676,1
app_71224,app_58580,Минаев В.Б.,Ибляминова А.Д.,1676,1676,1
app_54123,app_49691,Семенча А.В.,Михайлов М.Д.,97,1492,1
app_97255,app_75110,Зубов Ф.И.,Липовский А.А.,1496,866,1
app_71224,app_69589,Минаев В.Б.,Яшин А.Ю.,1676,557,1
app_97255,app_84090,Зубов Ф.И.,Надточий А.М.,1496,1496,1
app_54123,app_45364,Семенча А.В.,Шахмин А.Л.,97,551,1
app_54111,app_39710,Рудской А.И.,Кондратьев С.Ю.,338,90,1
app_54111,app_33183,Рудской А.И.,Фотиади А.Э.,338,144,1
app_54111,app_13551,Рудской А.И.,Наумов А.А.,338,788,1
app_54111,app_100064,Рудской А.И.,Соколов Д.Ф.,338,1709,1
app_71225,app_53590,Хромов Н.А.,Иванов А.Е.,1676,1483,1
app_71225,app_53769,Хромов Н.А.,Яшин А.Ю.,1676,557,1
app_54039,app_47812,Демидов Д.А.,Гарбарук А.В.,1486,73,1
app_53998,app_39620,Шамшурин А.И.,Колбасников Н.Г.,1488,91,1
app_71225,app_58527,Хромов Н.А.,Бахарев Н.Н.,1676,1676,1
app_71225,app_58534,Хромов Н.А.,Корнев В.А.,1676,1676,1
app_71225,app_58576,Хромов Н.А.,Присяжнюк Д.В.,1676,1676,1
app_71225,app_58580,Хромов Н.А.,Ибляминова А.Д.,1676,1676,1
app_53996,app_48726,Шиндер Ю.К.,Снегирёв А.Ю.,549,75,1
app_98739,app_75186,Непомнящая Э.К.,Ермак С.В.,143,143,1
app_71225,app_69589,Хромов Н.А.,Яшин А.Ю.,1676,557,1
app_31718,app_27838,Бердников Я.А.,Самсонов В.М.,70,70,1
app_53996,app_43621,Шиндер Ю.К.,Петухова М.В.,549,1328,1
app_53893,app_39660,Барышникова М.В.,Андреева В.Д.,551,90,1
app_53810,app_47812,Шур М.Л.,Гарбарук А.В.,1284,73,1
app_53808,app_47812,Стрелец М.Х.,Гарбарук А.В.,1284,73,1
app_71226,app_169,Гусев В.К.,Веселова И.Ю.,1676,155,1
app_94022,app_75168,Ким В.Т.,Бердников Я.А.,2228,70,1
app_71226,app_196,Гусев В.К.,Габдуллин П.Г.,1676,144,1
app_53769,app_53590,Яшин А.Ю.,Иванов А.Е.,557,1483,1
app_53769,app_40603,Яшин А.Ю.,Буланин В.В.,557,155,1
app_71226,app_53590,Гусев В.К.,Иванов А.Е.,1676,1483,1
app_71226,app_53769,Гусев В.К.,Яшин А.Ю.,1676,557,1
app_53762,app_45167,Шаров И.А.,Бахарева О.А.,557,155,1
app_53762,app_44760,Шаров И.А.,Гончаров П.Р.,557,557,1
app_71226,app_58527,Гусев В.К.,Бахарев Н.Н.,1676,1676,1
app_71226,app_58534,Гусев В.К.,Корнев В.А.,1676,1676,1
app_71226,app_58576,Гусев В.К.,Присяжнюк Д.В.,1676,1676,1
app_71226,app_58580,Гусев В.К.,Ибляминова А.Д.,1676,1676,1
app_53760,app_42639,Житинская М.К.,Дёма Н.С.,183,145,1
app_94022,app_85508,Ким В.Т.,Бердников Я.А.,2228,70,1
app_71226,app_69589,Гусев В.К.,Яшин А.Ю.,1676,557,1
app_94028,app_80469,Конаков В.Г.,Овидько И.А.,2212,74,1
app_71226,app_71213,Гусев В.К.,Лашкул С.И.,1676,1676,1
app_53590,app_40603,Иванов А.Е.,Буланин В.В.,1483,155,1
app_53389,app_51006,Боровков А.И.,Немов А.С.,1541,74,1
app_53389,app_49529,Боровков А.И.,Зотов О.Г.,1541,90,1
app_53389,app_47996,Боровков А.И.,Рудской А.И.,1541,338,1
app_53284,app_27781,Илатовский А.В.,Петухов М.Г.,770,71,1
app_71229,app_58519,Гурченко А.Д.,Есипов Л.А.,1676,1676,1
app_71229,app_58539,Гурченко А.Д.,Алтухов А.Б.,1676,1676,1
app_71229,app_71213,Гурченко А.Д.,Лашкул С.И.,1676,1676,1
app_71230,app_58519,Куприенко Д.В.,Есипов Л.А.,1676,1676,1
app_71230,app_58539,Куприенко Д.В.,Алтухов А.Б.,1676,1676,1
app_71230,app_71213,Куприенко Д.В.,Лашкул С.И.,1676,1676,1
app_71230,app_71229,Куприенко Д.В.,Гурченко А.Д.,1676,1676,1
app_71231,app_58519,Кантор М.Ю.,Есипов Л.А.,1676,1676,1
app_71231,app_58539,Кантор М.Ю.,Алтухов А.Б.,1676,1676,1
app_71231,app_71213,Кантор М.Ю.,Лашкул С.И.,1676,1676,1
app_71231,app_71229,Кантор М.Ю.,Гурченко А.Д.,1676,1676,1
app_71231,app_71230,Кантор М.Ю.,Куприенко Д.В.,1676,1676,1
app_53039,app_49652,Яковлев Д.Г.,Штернин П.С.,1536,79,1
app_53038,app_52133,Уваров Ю.А.,Осипов С.М.,1536,1536,1
app_71232,app_53590,Толстяков С.Ю.,Иванов А.Е.,1676,1483,1
app_71232,app_53769,Толстяков С.Ю.,Яшин А.Ю.,1676,557,1
app_5299,app_13845,Скоков В.Г.,Сергеев В.Ю.,155,155,1
app_52735,app_36188,Шолуха В.А.,Моисеев Ф.А.,549,645,1
app_71232,app_58527,Толстяков С.Ю.,Бахарев Н.Н.,1676,1676,1
app_71232,app_58534,Толстяков С.Ю.,Корнев В.А.,1676,1676,1
app_71232,app_58576,Толстяков С.Ю.,Присяжнюк Д.В.,1676,1676,1
app_71232,app_58580,Толстяков С.Ю.,Ибляминова А.Д.,1676,1676,1
app_52672,app_39620,Мишин В.В.,Колбасников Н.Г.,91,91,1
app_31717,app_24579,Шабров Н.Н.,Орлов С.Г.,231,231,1
app_71232,app_69589,Толстяков С.Ю.,Яшин А.Ю.,1676,557,1
app_94029,app_80469,Конаков Я.В.,Овидько И.А.,2212,74,1
app_52625,app_50415,Житинская М.К.,Немов С.А.,183,1492,1
app_52521,app_52520,Стрелец М.Х.,Шур М.Л.,1284,1284,1
app_52521,app_47812,Стрелец М.Х.,Гарбарук А.В.,1284,73,1
app_52521,app_100033,Стрелец М.Х.,Травин А.К.,1284,1284,1
app_52520,app_47812,Шур М.Л.,Гарбарук А.В.,1284,73,1
app_52365,app_48041,Ганин С.В.,Золотов А.М.,91,91,1
app_94029,app_90036,Конаков Я.В.,Шейнерман А.Г.,2212,2212,1
